,numPhotos,price,propertyType,size,exterior,rooms,bathrooms,distance,priceByArea,hasPlan,has360,hasVideo,description,hasLift,parkingSpace_included_in_listing,municipality,floor,floor_grouped,municipality_grouped
372,28,750.0,penthouse,46.0,True,2,1,3889,16.304347826086957,False,False,False,"Ático en moderna urbanización cerca del Puente de Vallecas. Dispone de 46 metros cuadrados útiles. Hall de entrada que da paso a salón luminoso con acceso a terraza abierta.  Cocina amueblada sin electrodomésticos. Cuarto de baño con bañera. Dos habitaciones independientes y salón amplio y luminoso. Dispone de ventanas de climalit y suelos de gres. Calefacción individual eléctrica.  Buena situación del inmueble con acceso directo a la M-30, comercios, tiendas de barrio, colegios y guarderías, centros de salud y parques. Cerca de líneas de metro Nueva Numancia y Puente de Vallecas.",True,False,Madrid,4.0,4,Madrid
374,16,700.0,flat,45.0,True,1,1,13887,15.555555555555555,False,False,False,"Agencia inmobiliaria Tecnocasa de COSLADA. Zona CIUDAD 70, VALLEAGUADO, LA ESPINILLA, PARQUE BLANCO.   El inmueble se encuentra en la AVENIDA DE VICÁLVARO. Apartamento reformado a estrenar. Tiene un salón comedor con acceso a una amplia terraza, el dormitorio completamente amueblado muy luminoso, el baño con plato de ducha y ventana. Aire acondicionado con bomba frío calor. Situada cerca del transporte público y de comercios de la zona.   No dude en llamarnos para concertar su cita para visitar el inmueble, en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. FINANCIACIÓN 100%.   TLF CONTACTO: 916688619.",False,False,Coslada,0.0,0.0,Other
375,15,680.0,flat,85.0,True,2,1,13303,8.0,False,False,False,"Agencia inmobiliaria Tecnocasa de COSLADA. Zona CIUDAD 70, VALLEAGUADO, LA ESPINILLA, PARQUE BLANCO.  El inmueble se encuentra en CALLE PARAGUAY. Piso de 2 dormitorios, muy luminosos con vistas a los jardines comunitarios, salón comedor con acceso a terraza, amplia cocina, baño completo con plato de ducha. Tiene ascensor. Calefacción independiente de gas natural.  Situada cerca del transporte público y de comercios de la zona.  No dude en llamarnos para concertar su cita para visitar el inmueble, en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. FINANCIACIÓN 100%  TLF CONTACTO: 916688619.",True,False,Coslada,0.0,0.0,Other
377,19,600.0,flat,28.0,False,1,1,4418,21.428571428571427,False,False,True,"SE ATIENDE WHATSAPP - DISPONIBLE A PARTIR DE 14 DE OCTUBRE SE ALQUILA vivienda en buen estado, lista para entrar a vivir, muy luminosa, perfectamente equipada, ubicada entre las estratégicas zona de Bellas Vistas y Berruguete, a dos minutos andando de la estación de metro de Francos Rodríguez, y de las paradas de autobuses que se encuentran en la calle Ofelia Nieto y Francos Rodríguez. , a diez minutos andando de la zona universitaria. Se encuentra pegada a uno de los pulmones más importantes de la zona como lo es la dehesa de la villa, ideal para dar paseos, hacer deporte, etc. , esta zona cuenta con locales comerciales de todo tipo, verdulerías, cadenas de supermercados, farmacias, locales de ocio, etc. , también cuenta con colegios, bibliotecas, centros médico. Es una cuarta planta sin ascensor, en optimo estado de conservación, distribuida en 28 metros construidos de la siguiente manera: salón-distribuidor, un dormitorio cocina equipada, baño completo, todas las estancias con ventana. CONDICIONES MES DE FIANZA MES CORRIENTE MES DE AGENCIA.",False,False,Madrid,4.0,4,Madrid
382,21,750.0,flat,80.0,True,2,1,30995,9.375,False,False,False,"Excelente piso de 80 m en primera planta y ultima planta, se entrega recién pintado, se admiten animales con cocina independiente, Salon-comedor muy amplio, dos dormitorios con armarios empotrados y un baño completo, gas natural poco gasto, a 5 minutos de la plaza del pueblo de colmenarej, cerca de supermercados, farmacias, a 150m de las paradas de autobús líneas 630,631, 633. Con un atractivo entorno natural, donde se puede ir a pasear con bicicleta, dentro del parque Regional del curso medio del rio Guadarrama y su entorno, en el que destacan los encinares y las dehesas de uso ganadero salpicadas de enebros, fresnos y quejigos. Perfecto para una pareja y un niñ@. ¡Llámanos para concertar una visita, te estamos esperando!",False,True,Colmenarejo,1.0,1.0,Other
383,4,700.0,flat,62.0,True,1,1,13040,11.290322580645162,False,False,False,"GLOMAR Inmobiliaria alquila vivienda seminueva con buen estado de conservación, junto al Ayuntamiento muy próxima a la estación de metro y cercanías y con excelentes comunicaciones junto todo tipo de comercios y dotaciones. Dispone de una superficie construida según catastro de 62m2 construidos. Entrando al inmueble accedemos a través del distribuidor a una gran salón con cocina integrada constituyendo un amplio espacio común muy luminoso con balcones hacia plaza abierta. Baño completo y dormitorio soleado con armario empotrado. Todas las estancias con exteriores y soleada. Calefacción y agua cliente sanitaria mediante caldera individual de gas natural. Suelo de tarima. Posibilidad de plaza de garaje en la misma finca con acceso directo desde ascensor.",True,False,Alcorcón,2.0,2.0,Other
384,18,690.0,flat,77.0,True,2,1,7283,8.96103896103896,False,False,False,"Se alquila estupenda vivienda exterior de 77 m2 (68 m2 útiles ) según catastro, con 2 dormitorios, salón, baño completo y cocina independiente totalmente equipada con electrodomésticos. Dispone de suelos de parquet, calefacción individual por gas natural, aire acondicionado, puerta blindada y armarios empotrados. Plaza de garaje incluida. Finca con ascensor. amueblada. Finca sin ascensor. Esta vivienda será gestionada integralmente a través de la Agencia Negociadora del Alquiler, empresa líder en la gestión del alquiler de viviendas de la Comunidad de Madrid, que se encargará de intentar solucionar y gestionar a los inquilinos cualquier tipo de incidencia (no imputable a ellos) que pueda surgir durante la duración del arrendamiento. También se encargará de tramitar el depósito de la fianza entregada por los inquilinos en la Agencia Social de la Vivienda de la Comunidad de Madrid. ÚNETE AL TRANQUILER! Gastos de Comunidad incluidos en la renta. En función de la documentación aportada, podrán aumentar las garantías económicas que se soliciten. Los honorarios por la gestión de la Agencia Negociadora del Alquiler son de una mensualidad de renta + el 21% de IVA.",True,True,Madrid,0.0,0.0,Madrid
385,15,700.0,flat,50.0,True,1,1,7844,14.0,False,False,False,"EXCELENTE VIVIENDA EN EL BARRIO DE BEGOÑA! Vivienda Madrid ofrece en exclusiva bajo exterior de 50 m2 construidos completamente reformado. Dispone de  1 dormitorio con armario empotrado y maletero, salon muy luminoso con grandes ventanales,  un cuarto de baño con ventilacion natural  y plato de ducha, cocina amueblada y equipada y amplio patio interior. Paredes lisas con ventanas de climalit, puertas de madera lacadas en blanco,  calefaccion electrica y aire acondicionado. Excelente ubicación zona con numerosas lineas de transporte publico como la parada de Metro Begoña (Línea 10), Cercanias Renfe parada Ramón y Cajal y varias líneas de autobuses 124, 137, N24. Acceso a M-30, M-40 y carretera de Colmenar Viejo M-607. Cerca de los hospitales La Paz y Ramón y Cajal, a ocho minutos a pie de las cuatro Torres. El barrio cuenta con varios centros educativos, centro de día Geriacen, Centro de Salud Virgen Begoña, entidades bancarias, restaurantes, comercios y zonas infantiles, asi como supermercados cercanos como, Dia,  Centro Comercial La Vaguada y El Corte Inglés de Sanchinarro. Responsable: Isabel Gomez 654194453.",False,False,Madrid,0.0,0.0,Madrid
386,13,750.0,flat,87.0,True,2,1,13773,8.620689655172415,False,False,False,"Se alquila vivienda exterior de 87 m2 (75m2 útiles) según catastro, totalmente reformada, con 2 dormitorios, salón, baño, cocina equipada con electrodomésticos y terraza. Dispone de calefacción individual de gas natural, suelos de tarima, ventanas climalit, puerta acorazada, armarios empotrados y aire acondicionado. Se alquila semi amueblado. La finca dispone de ascensor. Gastos de comunidad y agua incluidos en la renta. No admite animales. Esta vivienda será gestionada integralmente a través de la Agencia Negociadora del Alquiler, empresa líder en la gestión del alquiler de viviendas de la Comunidad de Madrid, que se encargará de intentar solucionar y gestionar a los inquilinos cualquier tipo de incidencia (no imputable a ellos) que pueda surgir durante la duración del arrendamiento. También se encargará de tramitar el depósito de la fianza entregada por los inquilinos en la Agencia Social de la Vivienda de la Comunidad de Madrid.  ÚNETE AL TRANQUILER!  Gastos de Comunidad incluidos en la renta. En función de la documentación aportada, podrán aumentar las garantías económicas que se soliciten. Los honorarios por la gestión de la Agencia Negociadora del Alquiler son de una mensualidad de renta + el 21% de IVA.",True,False,Coslada,5.0,4,Other
388,15,735.0,flat,51.0,True,1,1,14023,14.411764705882351,False,False,False,"Nuevo curso, nuevo hogar ¡con hasta 1 MES GRATIS y SIN COMISIÓN DE AGENCIA en tu alquiler!  VIVIENDA DE UN DORMITORIO CON TERRAZA, DOS PLAZAS DE GARAJE Y TRASTERO INCLUIDOS EN EL PRECIO. Vivienda protegida en alquiler (Consulte condiciones). *Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción quedará sin efectos con carácter retroactivo, viniendo obligado a devolver los importes mensuales de la promoción que se haya beneficiado  ¡ALTA DE SUMINISTROS GRATIS! Disfruta de tu hogar desde el primer momento, Testa Home te ayuda en la gestión del alta de suministros de manera gratuita, con lo que podrás ahorrar hasta 335 € por el alta de la luz y el gas. *Para una vivienda con gasto promedio de 4,4 KWh   Vivienda sin amueblar, en perfecto estado de alquiler. Cocina parcialmente equipada. Suelos de tarima flotante y armarios empotrados. 2 Plazas de garaje y trastero incluidos en el precio. Edificio singular con magníficas zonas comunes e infantiles y rodeado de amplias zonas verdes. Zonas comunes recién reformadas. Promoción ubicada en Getafe, municipio al sur de la Comunidad de Madrid, de fácil acceso a la capital. Muy próxima a parada de bus, supermercado, varios colegios e institutos.  Bonitas vistas rodeado de amplias zonas verdes. ¡SÓLO SE PIDE 1 MES DE FIANZA Y SIN COMISIÓN DE AGENCIA! Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Las imágenes corresponden a un apartamento tipo.  **Viviendas sujetas a disponibilidad y viviendas no amueblada.  Las promociones de bienvenida de cada edificio se aplicarán en la promoción para todas las reservas firmadas desde el 01/09/2022 y los contratos firmados hasta el 30/09/2022. A partir del 30/09/2022 la promoción puede estar sujeta a cambios en la bonificación de bienvenida. Esta promoción no es acumulable con otras campañas y promociones. *Viviendas no amuebladas.",True,True,Getafe,4.0,4,Other
389,15,700.0,flat,80.0,True,3,1,17777,8.75,False,False,False,"Se alquila fantástica vivienda exterior, muy luminosa de 80 m2 (75m2 útiles) según catastro, distribuidos en 3 dormitorios, 1 baño completo con bañera, amplio salón comedor y cocina independiente totalmente equipada con electrodomésticos. Dispone de puerta de seguridad, suelos de cerámica, armarios empotrados y calefacción por acumuladores térmicos. Se alquila amueblada con posibilidad de retirar parte del mobiliario. Finca con ascensor.  Esta vivienda será gestionada integralmente a través de la Agencia Negociadora del Alquiler, empresa líder en la gestión del alquiler de viviendas de la Comunidad de Madrid, que se encargará de intentar solucionar y gestionar a los inquilinos cualquier tipo de incidencia (no imputable a ellos) que pueda surgir durante la duración del arrendamiento. También se encargará de tramitar el depósito de la fianza entregada por los inquilinos en la Agencia Social de la Vivienda de la Comunidad de Madrid.  ÚNETE AL TRANQUILER!  Gastos de Comunidad incluidos en la renta. En función de la documentación aportada, podrán aumentar las garantías económicas que se soliciten. Los honorarios por la gestión de la Agencia Negociadora del Alquiler son de una mensualidad de renta + el 21% de IVA.",True,False,Móstoles,5.0,4,Other
390,17,725.0,flat,75.0,True,3,1,16247,9.666666666666666,False,False,False,"MB GESTION INMOBILIARIA ALQUILA PISO EN ZONA CENTRO CON CALEFACCIÓN CENTRAL! Piso AMUEBLADO de 72m2 distribuido del siguiente modo: Hall recibidor de entrada, SALÓN COMEDOR con acceso a terraza abierta, COCINA AMUEBLADA Y EQUIPADA CON ELECTRODOMÉSTICOS y salida a una segunda terraza (tendedero), 3 dormitorios y cuarto de baño REFORMADO, completo con bañera. La vivienda cuenta con muy buenos acabados como ventanas de aluminio, CALEFACCIÓN CENTRAL, suelos de gres y terrazo, carpintería interior de color blanco, puerta exterior blindada.. .  La zona dispone de todos los servicios necesarios a sus alrededores como SUPERMERCADOS y galería de alimentación, comercios, COLEGIOS, INSTITUTOS, TEATRO TOMÁS Y VALIENTE, biblioteca municipal, CENTRO DE SALUD, FARMACIA, estación de Metrosur Parque de lo Estados (línea-12), Parques, paradas de autobuses, buena comunicación con carreteras de acceso y salida del municipio.. . ""Su satisfacción, nuestro compromiso"" Encuentra más en.",False,False,Fuenlabrada,unknown,nan,Other
392,20,733.0,flat,68.4,True,2,1,28541,10.716374269005849,False,False,False,"Nuevo curso, nuevo hogar ¡con hasta 2 MESES GRATIS y SIN COMISIÓN DE AGENCIA en tu alquiler!  Preciosa vivienda de 2 dormitorios, ubicada en Alcalá de Henares, ¡y preparada para entrar a vivir!  *Es condición esencial permanecer en la vivienda al menos 12 meses, de no ser así la promoción quedará sin efectos con carácter retroactivo, viniendo obligado a devolver los importes mensuales de la promoción que se haya beneficiado   ¡ALTA DE SUMINISTROS GRATIS! Disfruta de tu hogar desde el primer momento, Testa Home te ayuda en la gestión del alta de suministros de manera gratuita, con lo que podrás ahorrar hasta 335 € por el alta de la luz y el gas. *Para una vivienda con gasto promedio de 4,4 KWh   VIVIENDA DE VPO (Consulte condiciones) En perfecto estado de alquiler. Cocina básica. Baños con muebles y mamparas. Suelos de tarima y armarios empotrados. Plaza de garaje y trastero incluidos en el precio. Situada en el municipio de Alcalá de Henares, a 35km de Madrid (30-40 min), municipio en constante desarrollo cuyo centro histórico fue nombrado patrimonio de la humanidad por la Unesco.  La promoción se encuentra cerca de numerosos comercios, como el Carrefour y cercano del Colegio San Gabriel.  Muy bien comunicado con la A-2.  ¡SÓLO SE PIDE 1 MES DE FIANZA Y ¡SIN COMISIÓN DE AGENCIA! El precio anunciado corresponde a renta mensual + IBI + Comunidad Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas.  Consulte condiciones y disponibilidad.  *Imágenes orientativas sin carácter vinculante.  **Las imágenes corresponden a un apartamento tipo.  **Viviendas sujetas a disponibilidad y viviendas no amueblada.   Las promociones de bienvenida de cada edificio se aplicarán en la promoción para todas las reservas firmadas desde el 01/09/2022 y los contratos firmados hasta el 30/09/2022. A partir del 30/09/2022 la promoción puede estar sujeta a cambios en la bonificación de bienvenida. Esta promoción no es acumulable con otras campañas y promociones. *Viviendas no amuebladas.",True,True,Alcalá de Henares,2.0,2.0,Other
